Probe	EnsemblID	symbol	name
ENSG00000014123.9	ENSG00000014123	UFL1	UFM1 specific ligase 1
ENSG00000014138.7	ENSG00000014138	POLA2	polymerase (DNA) alpha 2, accessory subunit
ENSG00000014164.6	ENSG00000014164	ZC3H3	zinc finger CCCH-type containing 3
ENSG00000014216.14	ENSG00000014216	CAPN1	calpain 1
ENSG00000014257.14	ENSG00000014257	ACPP	acid phosphatase, prostate
ENSG00000014641.16	ENSG00000014641	MDH1	malate dehydrogenase 1
ENSG00000014824.12	ENSG00000014824	SLC30A9	solute carrier family 30 member 9
ENSG00000014914.18	ENSG00000014914	MTMR11	myotubularin related protein 11
ENSG00000014919.11	ENSG00000014919	COX15	COX15 cytochrome c oxidase assembly homolog
ENSG00000015133.17	ENSG00000015133	CCDC88C	coiled-coil domain containing 88C
ENSG00000015153.13	ENSG00000015153	YAF2	YY1 associated factor 2
ENSG00000015171.17	ENSG00000015171	ZMYND11	zinc finger MYND-type containing 11
ENSG00000015285.9	ENSG00000015285	WAS	Wiskott-Aldrich syndrome
ENSG00000015413.8	ENSG00000015413	DPEP1	dipeptidase 1 (renal)
ENSG00000015475.17	ENSG00000015475	BID	BH3 interacting domain death agonist
ENSG00000015479.16	ENSG00000015479	MATR3	matrin 3
ENSG00000015520.13	ENSG00000015520	NPC1L1	NPC1 like intracellular cholesterol transporter 1
ENSG00000015532.8	ENSG00000015532	XYLT2	xylosyltransferase 2
ENSG00000015568.11	ENSG00000015568	RGPD6	RANBP2-like and GRIP domain containing 6
ENSG00000015592.15	ENSG00000015592	STMN4	stathmin 4
ENSG00000015676.16	ENSG00000015676	NUDCD3	NudC domain containing 3
ENSG00000016082.13	ENSG00000016082	ISL1	ISL LIM homeobox 1
ENSG00000016391.9	ENSG00000016391	CHDH	choline dehydrogenase
ENSG00000016402.11	ENSG00000016402	IL20RA	interleukin 20 receptor subunit alpha
ENSG00000016490.14	ENSG00000016490	CLCA1	chloride channel accessory 1
ENSG00000016602.9	ENSG00000016602	CLCA4	chloride channel accessory 4
ENSG00000016864.15	ENSG00000016864	GLT8D1	glycosyltransferase 8 domain containing 1
ENSG00000017260.18	ENSG00000017260	ATP2C1	ATPase secretory pathway Ca2+ transporting 1
ENSG00000017427.14	ENSG00000017427	IGF1	insulin like growth factor 1
ENSG00000017483.13	ENSG00000017483	SLC38A5	solute carrier family 38 member 5
ENSG00000017797.10	ENSG00000017797	RALBP1	ralA binding protein 1
ENSG00000018189.11	ENSG00000018189	RUFY3	RUN and FYVE domain containing 3
ENSG00000018236.13	ENSG00000018236	CNTN1	contactin 1
ENSG00000018280.15	ENSG00000018280	SLC11A1	solute carrier family 11 member 1
ENSG00000018408.13	ENSG00000018408	WWTR1	WW domain containing transcription regulator 1
ENSG00000018510.11	ENSG00000018510	AGPS	alkylglycerone phosphate synthase
ENSG00000018607.6	ENSG00000018607	ZNF806	zinc finger protein 806
ENSG00000018610.12	ENSG00000018610	CXorf56	chromosome X open reading frame 56
ENSG00000018625.13	ENSG00000018625	ATP1A2	ATPase Na+/K+ transporting subunit alpha 2
ENSG00000018699.10	ENSG00000018699	TTC27	tetratricopeptide repeat domain 27
ENSG00000018869.15	ENSG00000018869	ZNF582	zinc finger protein 582
ENSG00000019102.10	ENSG00000019102	VSIG2	V-set and immunoglobulin domain containing 2
ENSG00000019144.15	ENSG00000019144	PHLDB1	pleckstrin homology like domain family B member 1
ENSG00000019169.10	ENSG00000019169	MARCO	macrophage receptor with collagenous structure
ENSG00000019186.8	ENSG00000019186	CYP24A1	cytochrome P450 family 24 subfamily A member 1
ENSG00000019485.11	ENSG00000019485	PRDM11	PR domain 11
ENSG00000019505.6	ENSG00000019505	SYT13	synaptotagmin 13
ENSG00000019549.7	ENSG00000019549	SNAI2	snail family transcriptional repressor 2
ENSG00000019582.13	ENSG00000019582	CD74	CD74 molecule
ENSG00000019991.14	ENSG00000019991	HGF	hepatocyte growth factor
ENSG00000019995.6	ENSG00000019995	ZRANB1	zinc finger RANBP2-type containing 1
ENSG00000020129.14	ENSG00000020129	NCDN	neurochondrin
ENSG00000020181.16	ENSG00000020181	ADGRA2	adhesion G protein-coupled receptor A2
ENSG00000020219.9	ENSG00000020219	CCT8L1P	chaperonin containing TCP1, subunit 8 (theta)-like 1, pseudogene
ENSG00000020256.18	ENSG00000020256	ZFP64	ZFP64 zinc finger protein
ENSG00000020426.9	ENSG00000020426	MNAT1	MNAT1, CDK activating kinase assembly factor
ENSG00000020577.12	ENSG00000020577	SAMD4A	sterile alpha motif domain containing 4A
ENSG00000020633.17	ENSG00000020633	RUNX3	runt related transcription factor 3
ENSG00000020922.11	ENSG00000020922	MRE11A	MRE11 homolog A, double strand break repair nuclease
ENSG00000021300.12	ENSG00000021300	PLEKHB1	pleckstrin homology domain containing B1
ENSG00000021355.11	ENSG00000021355	SERPINB1	serpin family B member 1
ENSG00000021461.15	ENSG00000021461	CYP3A43	cytochrome P450 family 3 subfamily A member 43
ENSG00000021488.11	ENSG00000021488	SLC7A9	solute carrier family 7 member 9
ENSG00000021574.10	ENSG00000021574	SPAST	spastin
ENSG00000021645.16	ENSG00000021645	NRXN3	neurexin 3
ENSG00000021762.18	ENSG00000021762	OSBPL5	oxysterol binding protein like 5
ENSG00000021776.9	ENSG00000021776	AQR	aquarius intron-binding spliceosomal factor
ENSG00000021826.13	ENSG00000021826	CPS1	carbamoyl-phosphate synthase 1
ENSG00000021852.11	ENSG00000021852	C8B	complement component 8, beta polypeptide
ENSG00000022267.15	ENSG00000022267	FHL1	four and a half LIM domains 1
ENSG00000022277.11	ENSG00000022277	RTFDC1	replication termination factor 2 domain containing 1
ENSG00000022355.13	ENSG00000022355	GABRA1	gamma-aminobutyric acid type A receptor alpha1 subunit
ENSG00000022556.14	ENSG00000022556	NLRP2	NLR family pyrin domain containing 2
ENSG00000022567.8	ENSG00000022567	SLC45A4	solute carrier family 45 member 4
ENSG00000022840.14	ENSG00000022840	RNF10	ring finger protein 10
ENSG00000022976.14	ENSG00000022976	ZNF839	zinc finger protein 839
ENSG00000023041.10	ENSG00000023041	ZDHHC6	zinc finger DHHC-type containing 6
ENSG00000023171.13	ENSG00000023171	GRAMD1B	GRAM domain containing 1B
ENSG00000023191.15	ENSG00000023191	RNH1	ribonuclease/angiogenin inhibitor 1
ENSG00000023228.12	ENSG00000023228	NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1
ENSG00000023287.11	ENSG00000023287	RB1CC1	RB1 inducible coiled-coil 1
ENSG00000023318.7	ENSG00000023318	ERP44	endoplasmic reticulum protein 44
ENSG00000023330.13	ENSG00000023330	ALAS1	5'-aminolevulinate synthase 1
ENSG00000023445.12	ENSG00000023445	BIRC3	baculoviral IAP repeat containing 3
ENSG00000023516.8	ENSG00000023516	AKAP11	A-kinase anchoring protein 11
ENSG00000023572.7	ENSG00000023572	GLRX2	glutaredoxin 2
ENSG00000023608.4	ENSG00000023608	SNAPC1	small nuclear RNA activating complex polypeptide 1
ENSG00000023697.11	ENSG00000023697	DERA	deoxyribose-phosphate aldolase
ENSG00000023734.9	ENSG00000023734	STRAP	serine/threonine kinase receptor associated protein
ENSG00000023839.9	ENSG00000023839	ABCC2	ATP binding cassette subfamily C member 2
ENSG00000023892.10	ENSG00000023892	DEF6	DEF6, guanine nucleotide exchange factor
ENSG00000023902.12	ENSG00000023902	PLEKHO1	pleckstrin homology domain containing O1
ENSG00000023909.8	ENSG00000023909	GCLM	glutamate-cysteine ligase modifier subunit
ENSG00000024048.9	ENSG00000024048	UBR2	ubiquitin protein ligase E3 component n-recognin 2
ENSG00000024422.10	ENSG00000024422	EHD2	EH domain containing 2
ENSG00000024526.15	ENSG00000024526	DEPDC1	DEP domain containing 1
ENSG00000024862.15	ENSG00000024862	CCDC28A	coiled-coil domain containing 28A
ENSG00000025039.13	ENSG00000025039	RRAGD	Ras related GTP binding D
ENSG00000025156.11	ENSG00000025156	HSF2	heat shock transcription factor 2
ENSG00000025293.14	ENSG00000025293	PHF20	PHD finger protein 20
ENSG00000025423.10	ENSG00000025423	HSD17B6	hydroxysteroid 17-beta dehydrogenase 6
ENSG00000025434.17	ENSG00000025434	NR1H3	nuclear receptor subfamily 1 group H member 3
ENSG00000025708.11	ENSG00000025708	TYMP	thymidine phosphorylase
ENSG00000025770.17	ENSG00000025770	NCAPH2	non-SMC condensin II complex subunit H2
ENSG00000025772.7	ENSG00000025772	TOMM34	translocase of outer mitochondrial membrane 34
ENSG00000025796.12	ENSG00000025796	SEC63	SEC63 homolog, protein translocation regulator
ENSG00000025800.12	ENSG00000025800	KPNA6	karyopherin subunit alpha 6
ENSG00000026025.12	ENSG00000026025	VIM	vimentin
ENSG00000026036.19	ENSG00000026036	RTEL1-TNFRSF6B	RTEL1-TNFRSF6B readthrough (NMD candidate)
ENSG00000026103.18	ENSG00000026103	FAS	Fas cell surface death receptor
ENSG00000026297.14	ENSG00000026297	RNASET2	ribonuclease T2
ENSG00000026508.15	ENSG00000026508	CD44	CD44 molecule (Indian blood group)
ENSG00000026559.12	ENSG00000026559	KCNG1	potassium voltage-gated channel modifier subfamily G member 1
ENSG00000026652.12	ENSG00000026652	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4
ENSG00000026751.15	ENSG00000026751	SLAMF7	SLAM family member 7
ENSG00000026950.15	ENSG00000026950	BTN3A1	butyrophilin subfamily 3 member A1
ENSG00000027001.8	ENSG00000027001	MIPEP	mitochondrial intermediate peptidase
ENSG00000027075.12	ENSG00000027075	PRKCH	protein kinase C eta
ENSG00000027644.4	ENSG00000027644	INSRR	insulin receptor related receptor
ENSG00000027697.11	ENSG00000027697	IFNGR1	interferon gamma receptor 1
ENSG00000027847.12	ENSG00000027847	B4GALT7	beta-1,4-galactosyltransferase 7
ENSG00000027869.10	ENSG00000027869	SH2D2A	SH2 domain containing 2A
ENSG00000028116.15	ENSG00000028116	VRK2	vaccinia related kinase 2
ENSG00000028137.15	ENSG00000028137	TNFRSF1B	tumor necrosis factor receptor superfamily member 1B
ENSG00000028203.16	ENSG00000028203	VEZT	vezatin, adherens junctions transmembrane protein
ENSG00000028277.19	ENSG00000028277	POU2F2	POU class 2 homeobox 2
ENSG00000028310.16	ENSG00000028310	BRD9	bromodomain containing 9
ENSG00000028528.13	ENSG00000028528	SNX1	sorting nexin 1
ENSG00000028839.8	ENSG00000028839	TBPL1	TATA-box binding protein like 1
ENSG00000029153.13	ENSG00000029153	ARNTL2	aryl hydrocarbon receptor nuclear translocator like 2
ENSG00000029363.14	ENSG00000029363	BCLAF1	BCL2 associated transcription factor 1
ENSG00000029364.10	ENSG00000029364	SLC39A9	solute carrier family 39 member 9
ENSG00000029534.18	ENSG00000029534	ANK1	ankyrin 1
ENSG00000029559.6	ENSG00000029559	IBSP	integrin binding sialoprotein
ENSG00000029639.9	ENSG00000029639	TFB1M	transcription factor B1, mitochondrial
ENSG00000029725.15	ENSG00000029725	RABEP1	rabaptin, RAB GTPase binding effector protein 1
ENSG00000029993.13	ENSG00000029993	HMGB3	high mobility group box 3
ENSG00000030066.12	ENSG00000030066	NUP160	nucleoporin 160
ENSG00000030110.11	ENSG00000030110	BAK1	BCL2 antagonist/killer 1
ENSG00000030304.11	ENSG00000030304	MUSK	muscle associated receptor tyrosine kinase
ENSG00000030419.15	ENSG00000030419	IKZF2	IKAROS family zinc finger 2
ENSG00000030582.15	ENSG00000030582	GRN	granulin
ENSG00000031003.9	ENSG00000031003	FAM13B	family with sequence similarity 13 member B
ENSG00000031081.9	ENSG00000031081	ARHGAP31	Rho GTPase activating protein 31
ENSG00000031691.6	ENSG00000031691	CENPQ	centromere protein Q
ENSG00000031698.11	ENSG00000031698	SARS	seryl-tRNA synthetase
ENSG00000031823.13	ENSG00000031823	RANBP3	RAN binding protein 3
ENSG00000032219.17	ENSG00000032219	ARID4A	AT-rich interaction domain 4A
ENSG00000032389.11	ENSG00000032389	TSSC1	tumor suppressing subtransferable candidate 1
ENSG00000032444.14	ENSG00000032444	PNPLA6	patatin like phospholipase domain containing 6
ENSG00000032742.16	ENSG00000032742	IFT88	intraflagellar transport 88
ENSG00000033011.10	ENSG00000033011	ALG1	ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase
ENSG00000033030.12	ENSG00000033030	ZCCHC8	zinc finger CCHC-type containing 8
ENSG00000033050.6	ENSG00000033050	ABCF2	ATP binding cassette subfamily F member 2
ENSG00000033100.13	ENSG00000033100	CHPF2	chondroitin polymerizing factor 2
ENSG00000033122.17	ENSG00000033122	LRRC7	leucine rich repeat containing 7
ENSG00000033170.15	ENSG00000033170	FUT8	fucosyltransferase 8
ENSG00000033178.11	ENSG00000033178	UBA6	ubiquitin like modifier activating enzyme 6
ENSG00000033327.11	ENSG00000033327	GAB2	GRB2 associated binding protein 2
ENSG00000033627.13	ENSG00000033627	ATP6V0A1	ATPase H+ transporting V0 subunit a1
ENSG00000033800.12	ENSG00000033800	PIAS1	protein inhibitor of activated STAT 1
ENSG00000033867.15	ENSG00000033867	SLC4A7	solute carrier family 4 member 7
ENSG00000034053.13	ENSG00000034053	APBA2	amyloid beta precursor protein binding family A member 2
ENSG00000034152.17	ENSG00000034152	MAP2K3	mitogen-activated protein kinase kinase 3
ENSG00000034239.9	ENSG00000034239	EFCAB1	EF-hand calcium binding domain 1
ENSG00000034510.5	ENSG00000034510	TMSB10	thymosin beta 10
ENSG00000034533.10	ENSG00000034533	ASTE1	asteroid homolog 1 (Drosophila)
ENSG00000034677.10	ENSG00000034677	RNF19A	ring finger protein 19A, RBR E3 ubiquitin protein ligase
ENSG00000034693.13	ENSG00000034693	PEX3	peroxisomal biogenesis factor 3
ENSG00000034713.6	ENSG00000034713	GABARAPL2	GABA type A receptor associated protein like 2
ENSG00000034971.13	ENSG00000034971	MYOC	myocilin
ENSG00000035115.20	ENSG00000035115	SH3YL1	SH3 and SYLF domain containing 1
ENSG00000035141.6	ENSG00000035141	FAM136A	family with sequence similarity 136 member A
ENSG00000035403.15	ENSG00000035403	VCL	vinculin
ENSG00000035499.11	ENSG00000035499	DEPDC1B	DEP domain containing 1B
ENSG00000035664.10	ENSG00000035664	DAPK2	death associated protein kinase 2
ENSG00000035681.6	ENSG00000035681	NSMAF	neutral sphingomyelinase activation associated factor
ENSG00000035687.9	ENSG00000035687	ADSS	adenylosuccinate synthase
ENSG00000035720.6	ENSG00000035720	STAP1	signal transducing adaptor family member 1
ENSG00000035862.11	ENSG00000035862	TIMP2	TIMP metallopeptidase inhibitor 2
ENSG00000035928.13	ENSG00000035928	RFC1	replication factor C subunit 1
ENSG00000036054.11	ENSG00000036054	TBC1D23	TBC1 domain family member 23
ENSG00000036257.11	ENSG00000036257	CUL3	cullin 3
ENSG00000036448.8	ENSG00000036448	MYOM2	myomesin 2
ENSG00000036473.6	ENSG00000036473	OTC	ornithine carbamoyltransferase
ENSG00000036530.7	ENSG00000036530	CYP46A1	cytochrome P450 family 46 subfamily A member 1
ENSG00000036549.11	ENSG00000036549	ZZZ3	zinc finger ZZ-type containing 3
ENSG00000036565.13	ENSG00000036565	SLC18A1	solute carrier family 18 member A1
ENSG00000036672.14	ENSG00000036672	USP2	ubiquitin specific peptidase 2
ENSG00000036828.12	ENSG00000036828	CASR	calcium sensing receptor
ENSG00000037042.8	ENSG00000037042	TUBG2	tubulin gamma 2
ENSG00000037241.6	ENSG00000037241	RPL26L1	ribosomal protein L26 like 1
ENSG00000037280.14	ENSG00000037280	FLT4	fms related tyrosine kinase 4
ENSG00000037474.13	ENSG00000037474	NSUN2	NOP2/Sun RNA methyltransferase family member 2
ENSG00000037637.9	ENSG00000037637	FBXO42	F-box protein 42
ENSG00000037749.10	ENSG00000037749	MFAP3	microfibrillar associated protein 3
ENSG00000037757.12	ENSG00000037757	MRI1	methylthioribose-1-phosphate isomerase 1
ENSG00000037897.15	ENSG00000037897	METTL1	methyltransferase like 1
ENSG00000037965.5	ENSG00000037965	HOXC8	homeobox C8
ENSG00000038002.7	ENSG00000038002	AGA	aspartylglucosaminidase
ENSG00000038210.12	ENSG00000038210	PI4K2B	phosphatidylinositol 4-kinase type 2 beta
ENSG00000038219.11	ENSG00000038219	BOD1L1	biorientation of chromosomes in cell division 1 like 1
ENSG00000038274.15	ENSG00000038274	MAT2B	methionine adenosyltransferase 2B
ENSG00000038295.6	ENSG00000038295	TLL1	tolloid like 1
ENSG00000038358.13	ENSG00000038358	EDC4	enhancer of mRNA decapping 4
ENSG00000038382.16	ENSG00000038382	TRIO	trio Rho guanine nucleotide exchange factor
ENSG00000038427.14	ENSG00000038427	VCAN	versican
ENSG00000038532.13	ENSG00000038532	CLEC16A	C-type lectin domain family 16 member A
ENSG00000038945.13	ENSG00000038945	MSR1	macrophage scavenger receptor 1
ENSG00000039068.17	ENSG00000039068	CDH1	cadherin 1
ENSG00000039123.14	ENSG00000039123	SKIV2L2	Ski2 like RNA helicase 2
ENSG00000039139.9	ENSG00000039139	DNAH5	dynein axonemal heavy chain 5
ENSG00000039319.15	ENSG00000039319	ZFYVE16	zinc finger FYVE-type containing 16
ENSG00000039523.16	ENSG00000039523	FAM65A	family with sequence similarity 65 member A
ENSG00000039537.12	ENSG00000039537	C6	complement component 6
ENSG00000039560.12	ENSG00000039560	RAI14	retinoic acid induced 14
ENSG00000039600.9	ENSG00000039600	SOX30	SRY-box 30
ENSG00000039650.8	ENSG00000039650	PNKP	polynucleotide kinase 3'-phosphatase
ENSG00000039987.5	ENSG00000039987	BEST2	bestrophin 2
ENSG00000040199.17	ENSG00000040199	PHLPP2	PH domain and leucine rich repeat protein phosphatase 2
ENSG00000040275.15	ENSG00000040275	SPDL1	spindle apparatus coiled-coil protein 1
ENSG00000040341.16	ENSG00000040341	STAU2	staufen double-stranded RNA binding protein 2
ENSG00000040487.11	ENSG00000040487	PQLC2	PQ loop repeat containing 2
ENSG00000040531.13	ENSG00000040531	CTNS	cystinosin, lysosomal cystine transporter
ENSG00000040608.12	ENSG00000040608	RTN4R	reticulon 4 receptor
ENSG00000040633.11	ENSG00000040633	PHF23	PHD finger protein 23
ENSG00000040731.9	ENSG00000040731	CDH10	cadherin 10
ENSG00000040933.14	ENSG00000040933	INPP4A	inositol polyphosphate-4-phosphatase type I A
ENSG00000041353.8	ENSG00000041353	RAB27B	RAB27B, member RAS oncogene family
ENSG00000041357.14	ENSG00000041357	PSMA4	proteasome subunit alpha 4
ENSG00000041515.14	ENSG00000041515	MYO16	myosin XVI
ENSG00000041802.9	ENSG00000041802	LSG1	large 60S subunit nuclear export GTPase 1
ENSG00000041880.13	ENSG00000041880	PARP3	poly(ADP-ribose) polymerase family member 3
ENSG00000041982.13	ENSG00000041982	TNC	tenascin C
ENSG00000041988.14	ENSG00000041988	THAP3	THAP domain containing 3
ENSG00000042062.10	ENSG00000042062	FAM65C	family with sequence similarity 65 member C
ENSG00000042088.12	ENSG00000042088	TDP1	tyrosyl-DNA phosphodiesterase 1
ENSG00000042286.13	ENSG00000042286	AIFM2	apoptosis inducing factor, mitochondria associated 2
ENSG00000042304.9	ENSG00000042304	C2orf83	chromosome 2 open reading frame 83
ENSG00000042317.15	ENSG00000042317	SPATA7	spermatogenesis associated 7
ENSG00000042429.9	ENSG00000042429	MED17	mediator complex subunit 17
ENSG00000042445.12	ENSG00000042445	RETSAT	retinol saturase
ENSG00000042493.14	ENSG00000042493	CAPG	capping actin protein, gelsolin like
ENSG00000042753.10	ENSG00000042753	AP2S1	adaptor related protein complex 2 sigma 1 subunit
ENSG00000042781.11	ENSG00000042781	USH2A	usherin
ENSG00000042813.6	ENSG00000042813	ZPBP	zona pellucida binding protein
ENSG00000042832.10	ENSG00000042832	TG	thyroglobulin
ENSG00000042980.11	ENSG00000042980	ADAM28	ADAM metallopeptidase domain 28
ENSG00000043039.6	ENSG00000043039	BARX2	BARX homeobox 2
ENSG00000043093.12	ENSG00000043093	DCUN1D1	defective in cullin neddylation 1 domain containing 1
ENSG00000043143.19	ENSG00000043143	JADE2	jade family PHD finger 2
ENSG00000043355.9	ENSG00000043355	ZIC2	Zic family member 2
ENSG00000043462.10	ENSG00000043462	LCP2	lymphocyte cytosolic protein 2
ENSG00000043514.14	ENSG00000043514	TRIT1	tRNA isopentenyltransferase 1
ENSG00000043591.5	ENSG00000043591	ADRB1	adrenoceptor beta 1
ENSG00000044012.3	ENSG00000044012	GUCA2B	guanylate cyclase activator 2B
ENSG00000044090.7	ENSG00000044090	CUL7	cullin 7
ENSG00000044115.19	ENSG00000044115	CTNNA1	catenin alpha 1
ENSG00000044446.10	ENSG00000044446	PHKA2	phosphorylase kinase regulatory subunit alpha 2
